id,Gender.self,Year.self,Born.self,Hukou.self,Live.self,Marriage.self,Height.self,Weight.self,Looking.self,Personality.self,Edu.self,Eduno.self,top.self,Abroad.self,Major.self,Job.self,Salary.self,Apt.self,Family.self,Hobby.self,Other.self,interesting.self,Gender.wanted,Year.max.wanted,Year.min.wanted,Year.text.wanted,Hukou.wanted,Live.wanted,Marriage.wanted,Height.min.wanted,Looking.wanted,Personality.wanted,Hobby.wanted,Edu.min.wanted,Edu.min.n.wanted,Job.wanted,Salary.min.wanted,Apt.wanted,Family.wanted,Other.wanted,interesting.wanted,Similar.wanted
279,女性,1982,N,有上海户口,N,单身,1.74,59,长相清秀，气质佳,N,本科,4,N,N,N,医疗事业单位,96000,有房,父母退休,N,独生女。备有婚房,N,男性,1976,1983,1976年到1983年间出生,N,N,N,1.77,N,性格好,N,本科,4,有稳定收入,N,N,N,无不良嗜好,N,N
280,女性,1976,上海,有上海户口,N,单身,1.63,N,品貌佳、身材匀称,N,本科,4,N,N,N,外贸公司,100000,N,N,N,N,N,男性,1971,1981,1971年到1981年间出生,N,N,N,1.75,N,N,N,N,N,N,100000,N,N,身体健康,N,N
281,女性,1983,上海,有上海户口,N,离异,1.68,N,肤白貌美,N,本科,4,N,Y,N,外企,100000,有房,父母曾经商,N,独女，上海有数套房。有一个月短婚,上海数套房,男性,N,N,N,N,N,N,N,N,人品好,N,N,N,N,N,N,N,条件相仿,N,Y
283,女性,1980,N,有上海户口,上海,N,1.62,N,N,N,本科,4,N,N,N,德企,100000,有房,N,N,备有住房,N,男性,1972,1978,年龄相仿,N,N,N,1.7,N,责任心品行正有上进心,N,大专,3,N,N,N,N,N,N,N
284,男性,1980,N,N,N,单身,1.74,N,N,N,本科,4,N,N,N,网络工程师,100000,有房,N,无不良嗜好,备有婚房,N,女性,1984,1985,1984年到1985年间出生,上海户口,N,N,1.6,不要胖,N,N,N,N,工作稳定,N,N,N,N,N,N
285,女性,1980,上海,N,N,单身,1.62,N,秀外慧中,心地善良,大专,3,N,N,N,外企,100000,N,N,N,N,秀外慧中,男性,1975,1980,1975年到1980年间出生,N,N,N,1.7,N,N,N,N,N,N,N,有婚房,N,条件相当,N,Y
286,女性,1981,上海,N,N,单身,1.6,N,N,N,大专,3,N,N,N,日企会计,100000,N,N,N,N,N,男性,1976,1981,1976年到1981年间出生,N,N,未婚,1.7,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
287,女性,1976,上海,N,N,单身,1.63,N,身材匀称，品貌佳,N,本科,4,N,N,N,外贸行政,100000,N,N,N,独生女,身材匀称,男性,1971,1981,1971年到1981年间出生,N,N,N,1.75,N,N,N,本科,4,N,N,N,N,身体健康,N,N
288,男性,1985,N,有上海户口,N,N,1.75,N,不胖,N,N,N,N,N,N,驾驶员,100000,有房,N,不沾烟酒,备有婚房,不胖,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
289,女性,1976,江苏镇江,N,N,N,1.62,N,N,N,大专,3,N,N,N,外企,100000,有房,N,无不良嗜好,备有婚房,N,男性,1970,1977,1970年到1977年间出生,N,N,N,N,N,N,N,N,N,工作稳定,N,有婚房,N,N,N,N
290,男性,1980,上海,有上海户口,N,单身,1.7,N,N,诚实忠厚,N,N,N,N,N,美国连锁快餐店,108000,有房,N,无不良嗜好,独子,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件合适,N,N
291,女性,1981,N,N,N,N,N,N,N,N,本科,4,N,N,N,国企,120000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
292,男性,1963,N,N,N,单身,1.78,N,N,N,N,N,N,N,N,国企,120000,有房,N,N,有房两套,N,女性,1973,N,1973年后出生,N,N,N,N,N,N,N,N,N,N,N,N,N,未婚或短婚未育,N,N
293,女性,1979,N,N,N,离异,1.64,N,N,N,本科,4,N,N,N,公司法务经理,120000,N,N,N,领证未办,领证未办,男性,N,N,N,N,N,N,N,N,N,N,大专,3,稳定工作,N,N,N,最好短婚未育，要是条件好也考虑,N,N
294,女性,1992,黑龙江,N,N,N,1.63,N,N,N,N,N,N,N,护理,N,120000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有责任心、上进心,N,N,N,N,N,N,N,N,N,N
295,女性,1981,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,国企进出口公司,120000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
296,女性,1987,N,N,N,离异,1.61,N,N,N,本科,4,N,N,N,钢琴老师,120000,N,N,N,离异无孩,离异无孩,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
297,男性,1984,N,N,N,N,1.8,N,N,N,本科,4,N,N,N,公务员,120000,有房,N,N,普陀区有房两套,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
298,男性,1986,上海,有上海户口,上海,单身,1.7,N,N,有担当、责任心稳重、阳光开朗,本科,4,N,N,N,银行,120000,有房,N,N,备有婚房,N,女性,1990,N,1990年后出生,上海户口,N,未婚,N,清秀、有眼缘,温柔、善良、性格好,N,N,N,N,N,N,N,N,N,N
299,女性,1984,N,有上海户口,N,单身,1.62,N,N,N,N,N,N,N,N,国企会计,120000,有房,父母均退休,N,备有婚房。家住宝山区,N,男性,N,N,N,N,N,N,N,N,有责任心,无不良嗜好,本科,4,N,N,N,N,身体健康，条件相当,N,Y
300,女性,1989,N,N,N,离异,1.62,N,N,N,本科,4,N,N,N,N,120000,N,N,N,无孩,无孩,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
301,女性,1967,N,N,N,N,1.6,55,N,有善心、有爱心、有事业心,N,N,N,N,N,N,120000,N,N,N,N,N,男性,1969,N,1969年后出生,N,N,N,N,N,忠厚老实、事业心强,N,N,N,N,N,N,N,N,N,N
302,女性,1979,N,N,N,离异,1.6,N,N,N,本科,4,N,N,N,公司法务经理,120000,N,N,N,N,N,男性,N,N,N,N,N,离异,N,N,N,N,大专,3,工作稳定,N,N,N,N,N,N
303,女性,1979,N,N,N,离异,1.6,N,N,N,本科,4,N,N,N,公司法务经理,120000,N,N,N,N,N,男性,N,N,N,N,N,短婚未育,N,N,N,N,大专,3,工作稳定,N,N,N,条件好有孩也考虑,N,N
304,女性,1982,N,N,N,单身,1.6,N,N,性格好,本科,4,N,N,N,金融企业,120000,有房,N,N,家有多套静安区住房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
305,女性,1982,东北,有上海户口,N,N,1.6,N,容貌优,N,N,N,N,N,N,外企工程师,120000,有房,N,N,备有婚房,容貌优,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,有缘人,N,N
306,女性,1983,上海,有上海户口,N,N,1.58,N,容貌端庄,N,本科,4,N,N,N,外企税务经理,120000,N,N,N,党员,N,男性,N,N,N,N,N,N,N,N,性格开朗，具有家庭责任心，事业责任心,N,本科,4,N,N,要有婚房,N,N,N,N
307,男性,1980,N,N,N,单身,N,N,N,N,大专,3,N,N,N,西餐厅经理,120000,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,1.6,N,N,N,N,N,N,N,N,N,条件相当,N,Y
308,女性,1991,N,N,N,N,1.7,N,气质佳,N,本科,4,N,N,N,乘务员,120000,N,N,N,N,N,男性,1986,N,1986年后出生,上海户口,N,N,1.78,N,N,N,本科,4,N,N,要有婚房,N,N,N,N
309,女性,1991,N,N,N,N,1.62,N,貌佳,N,N,N,N,N,N,国企银行,120000,N,N,N,N,N,男性,1987,N,1987年后出生,上海户口,N,N,1.75,N,N,N,本科,4,N,N,要有婚房,N,N,N,N
310,女性,1987,N,N,N,单身,1.67,N,清秀甜美,活泼可爱、文静善良,本科,4,N,N,N,世界500强公司,120000,N,N,N,家境好,活泼文静,男性,1983,N,1983年后出生,N,N,未婚,1.75,N,有担当责任心，阳光，性格开朗,N,N,N,有稳定工作,N,有婚房,N,有缘相适,N,N
311,女性,1987,上海,N,N,N,N,N,N,端庄大方,本科,4,N,N,N,N,120000,N,N,N,英语八级,英语八级,男性,N,N,N,N,N,N,1.73,N,N,N,N,N,N,N,有婚房,N,N,N,N
312,女性,1984,安徽,N,N,单身,1.64,N,N,N,本科,4,N,N,N,英语翻译,120000,有房,父母退休,N,备有婚房,N,男性,N,N,N,N,N,N,1.7,N,品性佳,无不良嗜好,本科,4,N,N,N,N,N,N,N
313,女性,1982,上海,有上海户口,N,N,1.63,N,N,N,研究生,5,N,N,N,大型国企,120000,有房,父亲企业单位退休，母亲事业单位退休,N,备有婚房,N,男性,N,N,N,N,N,未婚,1.7,N,人品好、有责任心、有事业心,无不良嗜好,本科,4,稳定,N,N,N,N,N,N
314,女性,1983,N,有上海户口,N,单身,1.58,N,N,温柔、体贴,研究生,5,N,N,N,三甲医院行政管理,120000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,1.68,N,性格好、有责任心,N,N,N,N,N,有婚房,N,N,N,N
315,男性,1978,上海,N,N,单身,1.76,N,健壮,正直上进、传统,N,N,重点大学毕业,N,N,高级工程师,120000,有房,N,N,备有婚房，党支部书记,党支部书记,女性,1981,N,1981年后出生,N,N,N,1.62,端庄,温柔善良,N,N,N,N,N,N,N,N,N,N
316,男性,1980,N,N,N,N,1.7,N,N,N,大专,3,N,N,N,机关,120000,有房,N,N,备有婚房,N,女性,1984,1985,1984年到1985年间出生,N,N,N,N,N,通情达理,N,N,N,N,N,N,N,N,N,N
317,男性,1980,N,N,N,N,1.7,N,N,N,大专,3,N,N,N,政府机关事业单位,120000,有房,N,N,N,N,女性,1984,1985,1984年到1985年间出生,N,N,N,N,N,通情达理,N,N,N,N,N,N,N,N,N,N
318,男性,1977,N,N,N,N,1.75,N,N,N,N,N,N,N,N,事业单位,120000,有房,N,N,备有婚房,N,女性,1983,1984,1983年到1984年间出生,N,N,未婚,1.65,N,N,N,N,N,N,N,N,N,N,N,N
319,男性,1983,上海,有上海户口,上海,N,1.78,N,N,N,本科,4,N,N,N,国企,120000,有房,N,N,备有婚房,N,女性,1978,1980,1978年到1980年间出生,N,N,N,1.63,N,N,N,本科,4,稳定工作,N,N,N,N,N,N
320,男性,1983,N,有上海户口,N,N,1.78,N,N,N,本科,4,N,N,N,国企,120000,有房,N,N,备有婚房,N,女性,1985,1988,1985年到1988年间出生,N,N,N,1.63,N,N,N,本科,4,有稳定工作,N,N,N,N,N,N
321,女性,1984,上海,有上海户口,N,N,1.6,N,N,N,本科,4,N,N,N,财务经理,120000,N,N,N,有中级会计师资格。党员,N,男性,1980,1984,1980年到1984年间出生,N,N,N,1.7,N,品德素质好,无不良嗜好,N,N,N,N,N,N,N,N,N
322,女性,1988,上海,有上海户口,N,单身,1.65,N,苗条清秀,N,本科,4,重点大学毕业,N,N,金融,120000,有房,N,N,备有婚房,苗条清秀,男性,1982,1987,1982年到1987年间出生,上海户口,N,未婚,1.75,N,N,N,本科,4,N,N,N,N,N,N,N
323,女性,1984,江苏,没有上海户口,N,N,1.6,N,气质好,人品好,研究生,5,N,N,N,银行,120000,N,N,N,N,N,男性,1978,1984,1978年到1984年间出生,N,N,未婚,1.7,N,人品好，诚实善良，有事业心,N,N,N,N,N,N,N,N,N,N
324,女性,1984,江苏南通,N,N,单身,1.6,N,气质好,人品好,研究生,5,N,N,N,银行,120000,N,N,N,独生女。可共同购房,N,男性,1978,1984,1978年到1984年间出生,N,N,未婚,1.7,N,人品好，诚实善良，有事业心,N,N,N,N,N,N,N,N,N,N
325,女性,1989,N,N,N,单身,1.65,50,肤白,温柔大方,本科,4,N,N,N,老师,120000,N,N,N,N,肤白,男性,1982,1990,1982年到1990年间出生,上海户口,N,N,1.72,帅气,阳光,N,本科,4,N,N,N,N,身体健康,N,N
326,女性,1984,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,银行,120000,N,N,N,独女,N,男性,1975,1984,1975年到1984年间出生,N,N,N,N,N,N,N,大专,3,N,N,N,N,条件相当,N,Y
327,女性,1991,上海,N,N,单身,1.64,N,貌佳、甜美、清秀,随和、善良、体贴、大方,研究生,5,N,N,N,银行,120000,有房,N,N,独生女。备有婚房,N,男性,1987,1996,1987年到1996年间出生,上海户口,N,未婚,1.75,N,有责任心,N,N,N,N,N,N,N,N,N,N
328,女性,1979,湖南,有上海户口,N,单身,1.61,N,N,品德好、事业心强,研究生,5,N,N,N,浦东外企主管,120000,有房,N,N,备有婚房,N,男性,1971,1980,1971年到1980年间出生,N,N,N,1.7,N,有事业心、有责任心、诚实可靠,N,N,N,N,N,N,N,N,N,N
329,女性,1970,上海,有上海户口,N,N,1.63,N,气质佳,随和善良、体贴大方,大专,3,N,N,N,国企,120000,有房,N,N,家境好,N,男性,1960,1980,1960年到1980年间出生,N,N,离婚或丧偶,1.72,N,有责任心,N,N,N,稳定工作,N,有婚房,N,N,N,N
330,女性,1986,N,有上海户口,N,N,1.69,N,N,性格随和,本科,4,N,N,N,医生,120000,N,父母国企退休,爱好钢琴,独生女。工作稳定,爱好钢琴,男性,N,N,N,N,N,N,1.75,N,有责任心、人品好,N,本科,4,N,N,N,N,N,N,N
331,女性,1986,N,有上海户口,上海,单身,1.69,N,N,性格随和,研究生,5,N,N,N,医生,120000,有房,父母国企退休,钢琴八级,工作稳定，有事业编制。备有婚房,N,男性,N,N,N,N,N,N,1.75,N,具有责任心，人品好,N,本科,4,N,N,N,N,外地来上海工作可以考虑,N,N
332,男性,1983,上海,有上海户口,N,单身,1.71,N,N,N,本科,4,重点大学毕业,N,N,检测工程师,140000,有房,N,N,备有婚房,N,女性,1986,1990,1986年到1990年间出生,N,N,N,1.6,N,N,N,N,N,稳定工作,N,N,N,身体健康,N,N
333,女性,1990,江苏,没有上海户口,N,N,1.62,N,N,N,本科,4,N,N,N,英语培训教师,144000,N,N,N,N,N,男性,N,N,N,上海户口,N,N,N,N,品行好，上进,N,N,N,有正式工作,N,有婚房,N,N,N,N
334,男性,1970,N,N,N,N,1.81,N,N,N,中专,1,N,N,N,N,144000,有房,N,N,备有婚房,N,女性,1977,N,1977年后出生,N,上海,N,1.6,不要胖,N,N,N,N,N,N,有婚房,N,独生女,N,N
335,男性,1983,N,有上海户口,N,离异,1.76,N,N,N,N,N,N,N,N,国企,150000,有房,N,N,短婚，孩子归女方。备有婚房,有孩归女方,女性,N,N,N,上海户口,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
336,女性,1982,浙江,有上海户口,N,单身,1.58,N,N,心地善良,研究生,5,N,N,N,事业单位,150000,有房,N,N,备有婚房。正式编制,N,男性,N,N,N,上海户口,N,N,N,N,品行端正,无不良嗜好,本科,4,工作稳定,N,N,N,N,N,N
337,女性,1989,N,N,N,单身,1.68,N,N,N,本科,4,N,N,N,媒体策划,150000,有房,N,N,独生女。备有婚房,N,男性,N,N,N,N,N,未婚,N,N,责任心强,N,本科,4,N,N,N,N,身体健康,N,N
338,女性,1989,上海,有上海户口,N,N,1.7,N,N,N,本科,4,N,N,N,私企,150000,有房,父母江苏人，做生意,N,有教师证、会计证。备有婚房,N,男性,N,N,N,N,N,N,1.75,N,N,无不良嗜好,N,N,有稳定工作,N,有婚房,N,N,N,N
339,女性,1991,安徽,有上海户口,N,N,1.61,N,皮肤白,N,研究生,5,重点大学毕业,Y,N,外企财务,150000,N,N,N,N,N,男性,1984,N,1984年后出生,N,上海,N,1.7,N,N,N,本科,4,有稳定工作,N,N,N,N,N,N
340,男性,1983,上海,有上海户口,上海,N,1.72,N,N,N,大专,3,N,N,N,央企,150000,有房,N,烟酒不沾,备有婚房,烟酒不沾,女性,1983,N,1983年后出生,上海户口,N,N,1.6,N,N,N,大专,3,稳定工作,N,N,N,N,N,N
341,女性,1987,N,N,N,单身,1.67,N,N,聪明勤奋、善良孝顺,本科,4,N,N,N,上市公司,150000,N,N,N,N,N,男性,1982,1987,1982年到1987年间出生,N,N,N,1.74,N,N,N,N,N,有稳定工作,N,N,N,N,N,N
342,男性,1983,N,N,N,N,1.76,N,N,诚实阳光、有责任心,大专,3,N,N,N,财务项目经理,150000,有房,N,不抽烟、不喝酒、不打麻将,婚房在浦东,不打麻将,女性,N,N,N,N,N,N,N,容貌稍好,N,N,N,N,有稳定工作,N,N,N,N,N,N
343,男性,1985,N,有上海户口,N,N,1.72,N,N,N,本科,4,N,N,N,游戏美术3D设计师,150000,有房,N,爱绘画,备有婚房,N,女性,1986,1992,1986年到1992年间出生,N,N,N,1.58,N,N,N,N,N,N,N,N,N,N,N,N
344,男性,1978,N,有上海户口,N,N,1.71,N,N,善良正直、孝顺父母、形象阳光,本科,4,N,N,N,外企项目经理,150000,有房,N,无不良嗜好,掌握两门外语，自有住房,两门外语,女性,1983,1986,1983年到1986年间出生,N,上海,未婚,1.62,身材匀称、清纯秀丽,N,N,大专,3,有稳定收入,N,N,N,N,N,N
345,男性,1983,N,有上海户口,N,N,1.72,N,N,N,大专,3,N,N,N,央企,150000,有房,N,烟酒不沾,备有婚房,N,女性,1983,N,1983年后出生,上海户口,N,N,1.6,N,N,N,N,N,稳定工作,N,N,N,N,N,N
346,男性,1987,N,N,N,N,1.78,N,N,N,本科,4,N,N,N,外企IT,156000,有房,N,N,备有婚房,N,女性,1989,N,1989年后出生,N,上海,N,1.6,身材匀称,N,N,本科,4,N,N,N,N,N,N,N
347,女性,1991,上海,有上海户口,N,N,1.68,N,N,N,本科,4,N,N,N,空姐,180000,N,N,N,N,N,男性,1983,1991,1983年到1991年间出生,N,N,N,N,N,N,N,本科,4,N,180000,要有婚房,N,N,N,N
348,女性,1991,N,有上海户口,N,N,1.68,N,N,N,本科,4,N,N,N,空乘,180000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
349,男性,1977,N,N,N,离异,1.77,N,N,忠厚老实,本科,4,N,N,N,广告创意,180000,有房,N,烟酒不沾,短婚2个月无孩，有婚房,N,女性,1980,N,1980年后出生,N,N,N,N,N,传统本分性格好,N,N,N,N,N,N,N,N,N,N
350,女性,1991,N,有上海户口,N,N,1.68,N,N,N,本科,4,N,N,N,航空乘务长,180000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
351,女性,1980,N,有上海户口,N,单身,1.68,N,N,N,本科,4,N,N,N,外企IT行业,180000,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,N,N,大专,3,工作稳定,N,N,N,条件相当,N,Y
352,女性,1981,辽宁,有上海户口,N,N,1.65,N,N,N,研究生,5,重点大学毕业,Y,N,金融公司财务,200000,有房,N,N,浦东两套房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
353,女性,1980,黑龙江,有上海户口,N,单身,1.68,N,N,N,本科,4,重点大学毕业,N,N,园林景观设计师,200000,有房,父母退休,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
354,男性,1988,上海,N,N,单身,1.82,N,N,阳光、稳重、有责任和担当,大专,3,N,N,N,金融,200000,有房,N,N,备有婚房,N,女性,1992,N,1992年后出生,上海户口,N,未婚,N,清秀甜美,温柔、善良、稳重、性格开朗,N,N,N,N,N,N,N,N,N,N
355,男性,1980,N,有上海户口,N,单身,1.78,N,N,顾家、本分,本科,4,N,Y,N,外企财务,200000,有房,父母均已退休,N,备有婚房。独生子。左脚有点跛，但不影响生活, ,女性,N,N,N,N,N,N,N,N,体贴、顾家,N,N,N,N,N,N,N,N,N,N
356,男性,1982,N,N,N,离异,1.74,N,N,N,本科,4,N,N,N,N,200000,有房,N,N,昆山有房，有一男孩,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
357,女性,1983,N,N,N,N,1.65,50,秀丽端庄,N,本科,4,N,N,N,外资采购代表,200000,N,N,N,家住浦东,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
358,女性,1990,N,N,美国,N,1.62,N,N,N,N,N,N,N,N,美国加州硅谷IT公司,200000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
359,女性,1982,黑龙江,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,N,汽车设计工程师,200000,有房,父母退休,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
360,女性,1986,N,有上海户口,N,N,1.6,47,N,N,研究生,5,N,N,N,美企医疗器械,200000,有房,父母江苏人，均退休,N,独生女。备有婚房,N,男性,N,N,N,N,N,N,N,N,N,无不良嗜好,本科,4,N,N,N,N,N,N,N
361,女性,1983,N,N,N,单身,1.68,N,端庄秀丽、优雅大气,品行端正、阳光善良,研究生,5,N,N,N,外企,200000,N,父母退休，无负担,N,独生女,N,男性,N,1978,1978年前出生,N,N,未婚,1.75,N,有事业心、有责任感,无不良嗜好,本科,4,N,N,N,N,N,N,N
362,女性,1979,N,有上海户口,N,单身,1.6,N,外貌端正,N,研究生,5,N,N,N,国企,200000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,1.72,N,人品好、有责任心,N,N,N,N,N,N,N,学历相近,N,N
363,女性,1981,江西,有上海户口,N,N,N,N,N,品行好,本科,4,N,N,N,外企,200000,有房,父母退休,N,备有婚房,N,男性,N,N,N,N,N,未婚,1.7,N,品行好,N,N,N,N,N,N,N,N,N,N
364,女性,1983,N,N,N,单身,1.69,N,N,传统文静,本科,4,N,N,N,设计,200000,N,N,N,独生女,传统文静,男性,N,N,N,N,N,未婚,1.7,N,人品好,无不良嗜好,N,N,N,N,N,N,身体健康,N,N
365,女性,1984,N,有上海户口,N,单身,1.61,N,N,聪慧、知书达理,研究生,5,N,N,N,500强财务部门负责人,200000,有房,父亲母亲已退休,N,党员。备有婚房,知书达理,男性,N,N,N,N,N,未婚,1.7,N,体贴善良，有责任心,无不良嗜好,本科,4,N,N,N,N,身体健康,N,N
366,女性,1975,N,有上海户口,N,单身,1.6,N,N,N,大专,3,N,N,N,外贸公司,200000,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,N,N,大专,3,有稳定收入,N,N,N,N,N,N
367,男性,1987,N,有上海户口,N,N,1.72,N,N,成熟、稳重、上进心强、综合素质优秀,研究生,5,重点大学毕业,N,N,500强企业工程师,200000,有房,N,N,备有婚房,综合素质高,女性,N,N,N,N,N,N,1.62,相貌端庄,性情温柔,N,N,N,N,N,N,N,N,N,N
368,男性,1988,上海,N,N,N,1.75,N,N,阳光稳重,研究生,5,N,Y,N,金融,200000,有房,N,N,家境好。备有婚房,N,女性,1990,1993,1990年到1993年间出生,上海户口,N,未婚,N,清秀甜美,温柔善良,N,N,N,N,N,N,N,N,N,N
369,男性,1978,N,没有上海户口,N,N,1.73,N,N,N,本科,4,N,N,N,外企软件开发,200000,有房,父母已退休,N,备有婚房,N,女性,1983,1986,1983年到1986年间出生,N,N,N,1.6,N,性格好、善良,N,N,N,N,N,N,N,身体健康,N,N
370,女性,1987,辽宁,有上海户口,N,N,1.67,N,N,N,研究生,5,N,N,N,设计院工程师,200000,N,N,N,徐汇区,N,男性,1982,1987,1982年到1987年间出生,N,N,N,N,N,忠厚老实,N,本科,4,工作稳定,N,N,N,N,N,N
371,女性,1985,N,有上海户口,N,单身,1.68,N,N,N,本科,4,N,N,N,外企,200000,有房,父母国企退休,N,备有婚房,N,男性,1980,1985,1980年到1985年间出生,N,N,未婚,1.75,N,人品好,N,本科,4,N,N,N,N,N,N,N
372,女性,1981,N,有上海户口,N,单身,1.66,53,甜美漂亮、肤白苗条、气质端庄,开朗大方、心地善良,研究生,5,重点大学毕业,N,N,央企,200000,有房,N,N,备有婚房。家境较好,甜美漂亮,男性,1976,1981,1976年到1981年间出生,N,N,未婚,1.72,N,人品好、有责任心,N,N,N,N,N,N,N,N,N,N
373,女性,1987,江西南昌,有上海户口,N,单身,1.62,N,N,N,研究生,5,N,N,N,证券公司,200000,有房,父亲是退休公务员，母亲已从企业退休,N,浦东有房,N,男性,1982,1987,1982年到1987年间出生,N,N,未婚,1.7,N,品德好,N,本科,4,N,N,N,N,身体健康。条件相当,N,Y
374,女性,1984,江西,没有上海户口,N,N,1.6,N,N,N,本科,4,N,N,N,外企,200000,N,N,N,N,N,男性,1979,1986,1979年到1986年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
375,女性,1984,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,外企,200000,N,N,N,N,N,男性,1979,1986,1979年到1986年间出生,N,N,N,N,N,健康向上,无不良嗜好,N,N,N,N,N,N,N,N,N
376,女性,1981,江西,有上海户口,N,单身,1.66,N,N,品行好,本科,4,N,N,N,外企,200000,有房,父母正规退休,N,老家有房,N,男性,1973,1980,1973年到1980年间出生,N,上海,N,1.7,N,N,N,N,N,N,N,N,N,条件相当,N,Y
377,女性,1984,N,有上海户口,N,单身,1.6,N,端庄,聪明大方、传统本分,研究生,5,重点大学毕业,N,N,外企,200000,有房,N,N,备有婚房,N,男性,1978,1985,1978年到1985年间出生,N,N,N,1.7,N,N,N,本科,4,N,N,N,N,其他条件相当,N,Y
378,女性,1988,东北,N,N,N,1.61,N,N,开朗、文雅、大方、懂事、明事理,研究生,5,N,N,N,金融单位,200000,N,父母均为国企退休，经过商,N,家境较好,明事理,男性,1980,1988,1980年到1988年间出生,N,N,N,1.7,N,性情相当，有责任感,N,本科,4,N,N,N,N,N,N,N
379,女性,1981,江西,有上海户口,N,单身,1.6,N,N,品行好,本科,4,N,N,N,外企,200000,有房,父母正办退休,N,备有婚房,N,男性,1975,1987,1975年到1987年间出生,N,上海,未婚,1.7,N,品行好,N,N,N,N,N,N,N,户籍不限,N,N
